Amp_hr,Volts,Cycle
2.6381909547738696,4.3,Charge 2
2.6170854271356787,4.3,Charge 2
2.595979899497488,4.3,Charge 2
2.5748743718592966,4.3,Charge 2
2.5537688442211057,4.3,Charge 2
2.532663316582915,4.3,Charge 2
2.511557788944724,4.3,Charge 2
2.490452261306533,4.3,Charge 2
2.469346733668342,4.3,Charge 2
2.448241206030151,4.3,Charge 2
2.42713567839196,4.3,Charge 2
2.406030150753769,4.3,Charge 2
2.384924623115578,4.3,Charge 2
2.3638190954773872,4.3,Charge 2
2.3427135678391964,4.3,Charge 2
2.3216080402010055,4.3,Charge 2
2.3005025125628142,4.3,Charge 2
2.2793969849246234,4.3,Charge 2
2.2582914572864325,4.3,Charge 2
2.2371859296482413,4.274849580757545,Charge 2
2.2160804020100504,4.237135435014157,Charge 2
2.1949748743718596,4.199932800765357,Charge 2
2.1738693467336687,4.162845023043682,Charge 2
2.152763819095478,4.127640784154599,Charge 2
2.1316582914572866,4.093261739032629,Charge 2
2.1105527638190957,4.05988627856258,Charge 2
2.089447236180905,4.031133498085789,Charge 2
2.0683417085427136,4.0043743005848444,Charge 2
2.0472361809045228,3.981006438980157,Charge 2
2.026130653266332,3.9611791384622963,Charge 2
2.005025125628141,3.9436446767641318,Charge 2
1.98391959798995,3.933289459214322,Charge 2
1.962814070351759,3.926466555490491,Charge 2
1.941708542713568,3.923862528519488,Charge 2
1.9206030150753772,3.928005225454629,Charge 2
1.8994974874371862,3.934275998822414,Charge 2
1.878391959798995,3.94639886784303,Charge 2
1.8572864321608042,3.961447838262977,Charge 2
1.8361809045226134,3.982534490909339,Charge 2
1.8150753768844223,4.007170073258638,Charge 2
1.7939698492462313,4.033246138852359,Charge 2
1.7728643216080404,4.063445290293822,Charge 2
1.7517587939698496,4.096774190596781,Charge 2
1.7306532663316585,4.133821361441362,Charge 2
1.7095477386934674,4.169211178955194,Charge 2
1.6884422110552766,4.206028392759443,Charge 2
1.6673366834170857,4.241947440899483,Charge 2
1.6462311557788947,4.281411375458118,Charge 2
1.6251256281407036,4.3,Charge 2
1.6040201005025128,4.3,Charge 2
1.582914572864322,4.3,Charge 2
1.5618090452261308,4.3,Charge 2
1.5407035175879398,4.3,Charge 2
1.519597989949749,4.3,Charge 2
1.498492462311558,4.3,Charge 2
1.477386934673367,4.3,Charge 2
1.456281407035176,4.3,Charge 2
1.435175879396985,4.3,Charge 2
1.4140703517587943,4.3,Charge 2
1.3929648241206032,4.3,Charge 2
1.3718592964824121,4.3,Charge 2
1.3507537688442213,4.3,Charge 2
1.3296482412060304,4.3,Charge 2
1.3085427135678394,4.3,Charge 2
1.2874371859296483,4.3,Charge 2
1.2663316582914574,4.3,Charge 2
1.2452261306532666,4.3,Charge 2
1.2241206030150755,4.3,Charge 2
1.2030150753768845,4.3,Charge 2
1.1819095477386936,4.281563550586669,Charge 2
1.1608040201005028,4.246426473789043,Charge 2
1.1396984924623117,4.2093973605488975,Charge 2
1.1185929648241206,4.172223218196962,Charge 2
1.0974874371859298,4.135142941312146,Charge 2
1.076381909547739,4.101179810856911,Charge 2
1.0552763819095479,4.0697195570611875,Charge 2
1.0341708542713568,4.038063905185382,Charge 2
1.013065326633166,4.013676531379036,Charge 2
0.991959798994975,3.9913947890511534,Charge 2
0.970854271356784,3.970748758566668,Charge 2
0.9497487437185931,3.955534459910014,Charge 2
0.9286432160804021,3.944233171468132,Charge 2
0.9075376884422112,3.9394490411082415,Charge 2
0.8864321608040202,3.9383491585966035,Charge 2
0.8653266331658293,3.942047235352912,Charge 2
0.8442211055276383,3.95066668542393,Charge 2
0.8231155778894473,3.96268919404355,Charge 2
0.8020100502512564,3.978038131830864,Charge 2
0.7809045226130654,3.99831946978976,Charge 2
0.7597989949748745,4.02510381030048,Charge 2
0.7386934673366835,4.05159758692875,Charge 2
0.7175879396984925,4.084423688063293,Charge 2
0.6964824120603016,4.115690950717261,Charge 2
0.6753768844221106,4.151714995244633,Charge 2
0.6542713567839197,4.1898308641375035,Charge 2
0.6331658291457287,4.224314619750448,Charge 2
0.6120603015075378,4.2560076844427845,Charge 2
0.5909547738693468,4.256672876252028,Charge 2
0.5698492462311558,4.258640145796164,Charge 2
0.5487437185929649,4.258127355523799,Charge 2
0.5276381909547739,4.2604318539179475,Charge 2
0.506532663316583,4.260853027709469,Charge 2
0.485427135678392,4.261087730210968,Charge 2
0.46432160804020106,4.2637378125737335,Charge 2
0.4432160804020101,4.264648647951782,Charge 2
0.42211055276381915,4.267593587021042,Charge 2
0.4010050251256282,4.266021012155022,Charge 2
0.37989949748743723,4.267884483537093,Charge 2
0.3587939698492463,4.270521190335548,Charge 2
0.3376884422110553,4.270664722544687,Charge 2
0.31658291457286436,4.272642513648238,Charge 2
0.2954773869346734,4.273063790780594,Charge 2
0.27437185929648245,4.274515614820912,Charge 2
0.2532663316582915,4.278366574644666,Charge 2
0.23216080402010053,4.27940905353998,Charge 2
0.21105527638190957,4.281214622734809,Charge 2
0.18994974874371862,4.284075325283097,Charge 2
0.16884422110552766,4.28496765219805,Charge 2
0.1477386934673367,4.288156552943689,Charge 2
0.12663316582914574,4.290965807632034,Charge 2
0.10552763819095479,4.291193169223426,Charge 2
0.08442211055276383,4.293274775826408,Charge 2
0.06331658291457287,4.297152127317155,Charge 2
0.042211055276381915,4.298433116754544,Charge 2
0.021105527638190957,4.299837282380798,Charge 2
0.0,4.3,Charge 2
