Cycle_Number,Amp_hr_actual,Volts,Type
3,3.250251256281407,3.975784429877704,Discharge
3,3.2291457286432164,3.8745557764003773,Discharge
3,3.208040201005025,3.8348473711734763,Discharge
3,3.1869346733668342,3.806525940149881,Discharge
3,3.165829145728644,3.7714987067892842,Discharge
3,3.1447236180904525,3.740768568837949,Discharge
3,3.1236180904522617,3.7153010529492523,Discharge
3,3.1025125628140704,3.6880122506146766,Discharge
3,3.0814070351758795,3.668323327898467,Discharge
3,3.0603015075376887,3.6533803062785832,Discharge
3,3.0391959798994974,3.6392870365984225,Discharge
3,3.018090452261307,3.6355752646540216,Discharge
3,2.9969849246231157,3.6311519498419065,Discharge
3,2.975879396984925,3.6355563034808926,Discharge
3,2.954773869346734,3.6431454004926658,Discharge
3,2.9336683417085427,3.6513569081778003,Discharge
3,2.912562814070352,3.6722818110354645,Discharge
3,2.891457286432161,3.6897152624235177,Discharge
3,2.87035175879397,3.7122402788721023,Discharge
3,2.8492462311557794,3.7448194261906376,Discharge
3,2.828140703517588,3.7732686756388616,Discharge
3,2.807035175879397,3.8077552106701864,Discharge
3,2.7859296482412064,3.8431940835562717,Discharge
3,2.764824120603015,3.8808211042337284,Discharge
3,2.7437185929648242,3.921590750584914,Discharge
3,2.7226130653266334,3.9611575699940293,Discharge
3,2.7015075376884425,4.001523646743475,Discharge
3,2.6804020100502517,4.0382132056931415,Discharge
3,2.6592964824120604,4.064526242960057,Discharge
3,2.6381909547738696,4.065838290660891,Discharge
3,2.6170854271356783,4.067322015874886,Discharge
3,2.5959798994974874,4.069921008621493,Discharge
3,2.574874371859297,4.070702148521518,Discharge
3,2.5537688442211057,4.071806157913926,Discharge
3,2.532663316582915,4.069560615127917,Discharge
3,2.5115577889447236,4.073392355035776,Discharge
3,2.4904522613065327,4.07432044215741,Discharge
3,2.469346733668342,4.073555995736863,Discharge
3,2.4482412060301506,4.0751938793459415,Discharge
3,2.42713567839196,4.076181283992942,Discharge
3,2.4060301507537694,4.075068097062851,Discharge
3,2.384924623115578,4.074204919437911,Discharge
3,2.3638190954773872,4.074828252355582,Discharge
3,2.342713567839196,4.0752720181655855,Discharge
3,2.321608040201005,4.0775485789629675,Discharge
3,2.3005025125628142,4.076021260157421,Discharge
3,2.2793969849246234,4.073553033873187,Discharge
3,2.2582914572864325,4.075436608573227,Discharge
3,2.2371859296482413,4.04891499725309,Discharge
3,2.2160804020100504,4.0114770381315115,Discharge
3,2.1949748743718596,3.9717837478849014,Discharge
3,2.1738693467336683,3.9331156947203163,Discharge
3,2.1527638190954774,3.956191189097786,Discharge
3,2.1316582914572866,3.9575889146813092,Discharge
3,2.1105527638190957,3.9123452399209726,Discharge
3,2.089447236180905,3.883485597915314,Discharge
3,2.0683417085427136,3.856633272242196,Discharge
3,2.0472361809045228,3.8325720619846884,Discharge
3,2.026130653266332,3.8124233826489644,Discharge
3,2.0050251256281406,3.7971786285697497,Discharge
3,1.9839195979899498,3.786790554621518,Discharge
3,1.962814070351759,3.7759081307543463,Discharge
3,1.941708542713568,3.775564754779425,Discharge
3,1.920603015075377,3.7819300192555594,Discharge
3,1.899497487437186,3.784130631810968,Discharge
3,1.8783919597989953,3.7980331911169354,Discharge
3,1.8572864321608042,3.8146691736011573,Discharge
3,1.8361809045226132,3.833903015145497,Discharge
3,1.815075376884422,3.8592429767579666,Discharge
3,1.7939698492462313,3.8820015571570847,Discharge
3,1.7728643216080404,3.914814156499126,Discharge
3,1.7517587939698493,3.9503393299075533,Discharge
3,1.7306532663316585,3.9845808817764197,Discharge
3,1.7095477386934674,4.021868424883906,Discharge
3,1.6884422110552764,4.062272929598273,Discharge
3,1.6673366834170855,4.0961939116128345,Discharge
3,1.6462311557788947,4.1,Discharge
3,1.6251256281407036,4.1,Discharge
3,1.6040201005025125,4.1,Discharge
3,1.582914572864322,4.0989953176682405,Discharge
3,1.5618090452261308,4.1,Discharge
3,1.5407035175879398,4.1,Discharge
3,1.5195979899497487,4.1,Discharge
3,1.4984924623115579,4.1,Discharge
3,1.477386934673367,4.1,Discharge
3,1.456281407035176,4.1,Discharge
3,1.435175879396985,4.1,Discharge
3,1.414070351758794,4.1,Discharge
3,1.3929648241206032,4.1,Discharge
3,1.3718592964824121,4.1,Discharge
3,1.3507537688442213,4.1,Discharge
3,1.3296482412060302,4.098143648469551,Discharge
3,1.3085427135678391,4.0945894384603125,Discharge
3,1.2874371859296485,4.095350627340457,Discharge
3,1.2663316582914574,4.097186296326235,Discharge
3,1.2452261306532664,4.091878844581301,Discharge
3,1.2241206030150753,4.090645583848864,Discharge
3,1.2030150753768847,4.089220729732643,Discharge
3,1.1819095477386936,4.068911596691027,Discharge
3,1.1608040201005025,4.029583456662183,Discharge
3,1.1396984924623117,3.991096627186948,Discharge
3,1.1185929648241206,3.953039475725565,Discharge
3,1.0974874371859298,3.9128383353556258,Discharge
3,1.0763819095477387,3.877699879657066,Discharge
3,1.0552763819095479,3.8415475398063967,Discharge
3,1.0341708542713568,3.8075150598465806,Discharge
3,1.013065326633166,3.780152556369684,Discharge
3,0.9919597989949749,3.7553953707435546,Discharge
3,0.970854271356784,3.734082409078295,Discharge
3,0.949748743718593,3.7135537974545962,Discharge
3,0.9286432160804021,3.695432533531482,Discharge
3,0.907537688442211,3.6903230528089472,Discharge
3,0.8864321608040202,3.6852524394361095,Discharge
3,0.8653266331658293,3.6865900439842085,Discharge
3,0.8442211055276382,3.691979955723246,Discharge
3,0.8231155778894473,3.70093149943215,Discharge
3,0.8020100502512563,3.7104087954126985,Discharge
3,0.7809045226130654,3.726549943149769,Discharge
3,0.7597989949748744,3.753785885084388,Discharge
3,0.7386934673366835,3.7752036332027386,Discharge
3,0.7175879396984925,3.8047512076091565,Discharge
3,0.6964824120603016,3.829897382440897,Discharge
3,0.6753768844221106,3.8600938246679037,Discharge
3,0.6542713567839196,3.89318372880262,Discharge
3,0.6331658291457287,3.9255109616300667,Discharge
3,0.6120603015075377,3.9499388221380647,Discharge
3,0.5909547738693468,3.9488132486996634,Discharge
3,0.5698492462311558,3.946618762943213,Discharge
3,0.5487437185929649,3.9309719989823715,Discharge
3,0.5276381909547739,3.9627498580589138,Discharge
3,0.506532663316583,3.9856417158989514,Discharge
3,0.485427135678392,3.9737802853432163,Discharge
3,0.46432160804020106,3.968928445200394,Discharge
3,0.4432160804020101,3.9661638287692984,Discharge
3,0.4221105527638191,3.9611248533467256,Discharge
3,0.40100502512562813,3.94944366321295,Discharge
3,0.3798994974874372,3.945480789128661,Discharge
3,0.3587939698492463,3.9380589624433537,Discharge
3,0.3376884422110553,3.9304441483597015,Discharge
3,0.31658291457286436,3.9207464113901027,Discharge
3,0.2954773869346734,3.9127788287807173,Discharge
3,0.27437185929648245,3.9057451509008083,Discharge
3,0.2532663316582915,3.8934598326822765,Discharge
3,0.23216080402010053,3.884229133745093,Discharge
3,0.21105527638190955,3.8789379211931436,Discharge
3,0.1899497487437186,3.869041991854377,Discharge
3,0.16884422110552766,3.856646324891784,Discharge
3,0.1477386934673367,3.8471369876524317,Discharge
3,0.12663316582914574,3.8362372981763486,Discharge
3,0.10552763819095477,3.8233488657094172,Discharge
3,0.08442211055276383,3.8070654148040926,Discharge
3,0.06331658291457287,3.795020963515024,Discharge
3,0.042211055276381915,3.78007398784257,Discharge
3,0.021105527638190957,3.7637725967802105,Discharge
3,0.0,3.7448808646904768,Discharge
3,0.0,3.7448808646904768,Charge
3,0.021105527638190957,3.7637725967802105,Charge
3,0.042211055276381915,3.78007398784257,Charge
3,0.06331658291457287,3.795020963515024,Charge
3,0.08442211055276383,3.8070654148040926,Charge
3,0.10552763819095477,3.8233488657094172,Charge
3,0.12663316582914574,3.8362372981763486,Charge
3,0.1477386934673367,3.8471369876524317,Charge
3,0.16884422110552766,3.856646324891784,Charge
3,0.1899497487437186,3.869041991854377,Charge
3,0.21105527638190955,3.8789379211931436,Charge
3,0.23216080402010053,3.884229133745093,Charge
3,0.2532663316582915,3.8934598326822765,Charge
3,0.27437185929648245,3.9057451509008083,Charge
3,0.2954773869346734,3.9127788287807173,Charge
3,0.31658291457286436,3.9207464113901027,Charge
3,0.3376884422110553,3.9304441483597015,Charge
3,0.3587939698492463,3.9380589624433537,Charge
3,0.3798994974874372,3.945480789128661,Charge
3,0.40100502512562813,3.94944366321295,Charge
3,0.4221105527638191,3.9611248533467256,Charge
3,0.4432160804020101,3.9661638287692984,Charge
3,0.46432160804020106,3.968928445200394,Charge
3,0.485427135678392,3.9737802853432163,Charge
3,0.506532663316583,3.9856417158989514,Charge
3,0.5276381909547739,3.9627498580589138,Charge
3,0.5487437185929649,3.9309719989823715,Charge
3,0.5698492462311558,3.946618762943213,Charge
3,0.5909547738693468,3.9488132486996634,Charge
3,0.6120603015075377,3.9499388221380647,Charge
3,0.6331658291457287,3.9255109616300667,Charge
3,0.6542713567839196,3.89318372880262,Charge
3,0.6753768844221106,3.8600938246679037,Charge
3,0.6964824120603016,3.829897382440897,Charge
3,0.7175879396984925,3.8047512076091565,Charge
3,0.7386934673366835,3.7752036332027386,Charge
3,0.7597989949748744,3.753785885084388,Charge
3,0.7809045226130654,3.726549943149769,Charge
3,0.8020100502512563,3.7104087954126985,Charge
3,0.8231155778894473,3.70093149943215,Charge
3,0.8442211055276382,3.691979955723246,Charge
3,0.8653266331658293,3.6865900439842085,Charge
3,0.8864321608040202,3.6852524394361095,Charge
3,0.907537688442211,3.6903230528089472,Charge
3,0.9286432160804021,3.695432533531482,Charge
3,0.949748743718593,3.7135537974545962,Charge
3,0.970854271356784,3.734082409078295,Charge
3,0.9919597989949749,3.7553953707435546,Charge
3,1.013065326633166,3.780152556369684,Charge
3,1.0341708542713568,3.8075150598465806,Charge
3,1.0552763819095479,3.8415475398063967,Charge
3,1.0763819095477387,3.877699879657066,Charge
3,1.0974874371859298,3.9128383353556258,Charge
3,1.1185929648241206,3.953039475725565,Charge
3,1.1396984924623117,3.991096627186948,Charge
3,1.1608040201005025,4.029583456662183,Charge
3,1.1819095477386936,4.068911596691027,Charge
3,1.2030150753768847,4.089220729732643,Charge
3,1.2241206030150753,4.090645583848864,Charge
3,1.2452261306532664,4.091878844581301,Charge
3,1.2663316582914574,4.097186296326235,Charge
3,1.2874371859296485,4.095350627340457,Charge
3,1.3085427135678391,4.0945894384603125,Charge
3,1.3296482412060302,4.098143648469551,Charge
3,1.3507537688442213,4.1,Charge
3,1.3718592964824121,4.1,Charge
3,1.3929648241206032,4.1,Charge
3,1.414070351758794,4.1,Charge
3,1.435175879396985,4.1,Charge
3,1.456281407035176,4.1,Charge
3,1.477386934673367,4.1,Charge
3,1.4984924623115579,4.1,Charge
3,1.5195979899497487,4.1,Charge
3,1.5407035175879398,4.1,Charge
3,1.5618090452261308,4.1,Charge
3,1.582914572864322,4.0989953176682405,Charge
3,1.6040201005025125,4.1,Charge
3,1.6251256281407036,4.1,Charge
3,1.6462311557788947,4.1,Charge
3,1.6673366834170855,4.0961939116128345,Charge
3,1.6884422110552764,4.062272929598273,Charge
3,1.7095477386934674,4.021868424883906,Charge
3,1.7306532663316585,3.9845808817764197,Charge
3,1.7517587939698493,3.9503393299075533,Charge
3,1.7728643216080404,3.914814156499126,Charge
3,1.7939698492462313,3.8820015571570847,Charge
3,1.815075376884422,3.8592429767579666,Charge
3,1.8361809045226132,3.833903015145497,Charge
3,1.8572864321608042,3.8146691736011573,Charge
3,1.8783919597989953,3.7980331911169354,Charge
3,1.899497487437186,3.784130631810968,Charge
3,1.920603015075377,3.7819300192555594,Charge
3,1.941708542713568,3.775564754779425,Charge
3,1.962814070351759,3.7759081307543463,Charge
3,1.9839195979899498,3.786790554621518,Charge
3,2.0050251256281406,3.7971786285697497,Charge
3,2.026130653266332,3.8124233826489644,Charge
3,2.0472361809045228,3.8325720619846884,Charge
3,2.0683417085427136,3.856633272242196,Charge
3,2.089447236180905,3.883485597915314,Charge
3,2.1105527638190957,3.9123452399209726,Charge
3,2.1316582914572866,3.9575889146813092,Charge
3,2.1527638190954774,3.956191189097786,Charge
3,2.1738693467336683,3.9331156947203163,Charge
3,2.1949748743718596,3.9717837478849014,Charge
3,2.2160804020100504,4.0114770381315115,Charge
3,2.2371859296482413,4.04891499725309,Charge
3,2.2582914572864325,4.075436608573227,Charge
3,2.2793969849246234,4.073553033873187,Charge
3,2.3005025125628142,4.076021260157421,Charge
3,2.321608040201005,4.0775485789629675,Charge
3,2.342713567839196,4.0752720181655855,Charge
3,2.3638190954773872,4.074828252355582,Charge
3,2.384924623115578,4.074204919437911,Charge
3,2.4060301507537694,4.075068097062851,Charge
3,2.42713567839196,4.076181283992942,Charge
3,2.4482412060301506,4.0751938793459415,Charge
3,2.469346733668342,4.073555995736863,Charge
3,2.4904522613065327,4.07432044215741,Charge
3,2.5115577889447236,4.073392355035776,Charge
3,2.532663316582915,4.069560615127917,Charge
3,2.5537688442211057,4.071806157913926,Charge
3,2.574874371859297,4.070702148521518,Charge
3,2.5959798994974874,4.069921008621493,Charge
3,2.6170854271356783,4.067322015874886,Charge
3,2.6381909547738696,4.065838290660891,Charge
3,2.6592964824120604,4.064526242960057,Charge
3,2.6804020100502517,4.0382132056931415,Charge
3,2.7015075376884425,4.001523646743475,Charge
3,2.7226130653266334,3.9611575699940293,Charge
3,2.7437185929648242,3.921590750584914,Charge
3,2.764824120603015,3.8808211042337284,Charge
3,2.7859296482412064,3.8431940835562717,Charge
3,2.807035175879397,3.8077552106701864,Charge
3,2.828140703517588,3.7732686756388616,Charge
3,2.8492462311557794,3.7448194261906376,Charge
3,2.87035175879397,3.7122402788721023,Charge
3,2.891457286432161,3.6897152624235177,Charge
3,2.912562814070352,3.6722818110354645,Charge
3,2.9336683417085427,3.6513569081778003,Charge
3,2.954773869346734,3.6431454004926658,Charge
3,2.975879396984925,3.6355563034808926,Charge
3,2.9969849246231157,3.6311519498419065,Charge
3,3.018090452261307,3.6355752646540216,Charge
3,3.0391959798994974,3.6392870365984225,Charge
3,3.0603015075376887,3.6533803062785832,Charge
3,3.0814070351758795,3.668323327898467,Charge
3,3.1025125628140704,3.6880122506146766,Charge
3,3.1236180904522617,3.7153010529492523,Charge
3,3.1447236180904525,3.740768568837949,Charge
3,3.165829145728644,3.7714987067892842,Charge
3,3.1869346733668342,3.806525940149881,Charge
3,3.208040201005025,3.8348473711734763,Charge
3,3.2291457286432164,3.8745557764003773,Charge
3,3.250251256281407,3.975784429877704,Charge
3,3.2713567839195985,4.031783442925564,Charge
3,3.2924623115577893,4.0608328180257205,Charge
3,3.31356783919598,4.0969848793074295,Charge
3,3.334673366834171,4.1,Charge
3,3.355778894472362,4.1,Charge
3,3.3768844221105527,4.1,Charge
3,3.397989949748744,4.1,Charge
3,3.419095477386935,4.1,Charge
3,3.440201005025126,4.1,Charge
3,3.461306532663317,4.1,Charge
3,3.4824120603015074,4.1,Charge
3,3.5035175879396987,4.1,Charge
3,3.5246231155778895,4.1,Charge
3,3.545728643216081,4.1,Charge
3,3.5668341708542717,4.1,Charge
3,3.5879396984924625,3.557029864556438,Charge
3,3.609045226130654,3.5516918861304174,Charge
3,3.630150753768844,3.5419600789419525,Charge
3,3.6512562814070355,3.534212851287411,Charge
3,3.6723618090452264,3.528453882789572,Charge
3,3.693467336683417,3.518638990051054,Charge
3,3.7145728643216085,3.512270471964063,Charge
3,3.7356783919597993,3.5038109239823547,Charge
3,3.7567839195979906,3.499651232788892,Charge
3,3.777889447236181,3.48168031512169,Charge
3,3.798994974874372,3.422481176574305,Charge
3,3.820100502512563,3.4090528494545485,Charge
3,3.841206030150754,3.4064021510029803,Charge
3,3.862311557788945,3.400719714525974,Charge
3,3.883417085427136,3.391793113397932,Charge
3,3.904522613065327,3.3856232683135947,Charge
3,3.925628140703518,3.376862074087121,Charge
3,3.9467336683417087,3.3697043339710504,Charge
3,3.9678391959798995,3.365065231186932,Charge
3,3.988944723618091,3.3558615029439545,Charge
3,4.010050251256281,3.3508258926464456,Charge
3,4.0311557788944725,3.3447644511264625,Charge
3,4.052261306532664,3.338563011955005,Charge
3,4.073366834170854,3.33032998435043,Charge
3,4.0944723618090455,3.3255337746375275,Charge
3,4.115577889447237,3.318536691909692,Charge
3,4.136683417085427,3.3127792877063236,Charge
3,4.1577889447236185,3.3079507267812516,Charge
3,4.17889447236181,3.3028023788477316,Charge
3,4.2,3.297955683636089,Charge
54,4.058,3.2966548645967633,Discharge
54,4.03710552763819,3.3034862212639733,Discharge
54,4.016211055276382,3.309190297227748,Discharge
54,3.9953165829145725,3.3121749120792647,Discharge
54,3.9744221105527635,3.320364595420256,Discharge
54,3.9535276381909545,3.3249206280039423,Discharge
54,3.9326331658291456,3.3298009394890213,Discharge
54,3.911738693467336,3.3392931030573085,Discharge
54,3.890844221105527,3.3466485607281506,Discharge
54,3.869949748743718,3.3525418742024993,Discharge
54,3.8490552763819093,3.3560623556881928,Discharge
54,3.8281608040201003,3.3637022997231094,Discharge
54,3.8072663316582913,3.3713660864366384,Discharge
54,3.786371859296482,3.3800403844111555,Discharge
54,3.7654773869346734,3.3875042883099256,Discharge
54,3.744582914572864,3.3921537083683084,Discharge
54,3.723688442211055,3.4018536876758696,Discharge
54,3.702793969849246,3.402713297914633,Discharge
54,3.6818994974874366,3.4149342687283513,Discharge
54,3.661005025125628,3.4746781626338916,Discharge
54,3.6401105527638187,3.4978323823045945,Discharge
54,3.6192160804020097,3.4947032568191068,Discharge
54,3.5983216080402007,3.5066891938586062,Discharge
54,3.5774271356783918,3.5126208531541163,Discharge
54,3.556532663316583,3.519870217231334,Discharge
54,3.5356381909547734,3.5281972681825167,Discharge
54,3.5147437185929644,3.536233338283784,Discharge
54,3.4938492462311554,3.5445482933722623,Discharge
54,3.4729547738693465,3.549655466035253,Discharge
54,3.4520603015075375,3.5588641041581077,Discharge
54,3.4311658291457285,4.1,Discharge
54,3.410271356783919,4.1,Discharge
54,3.38937688442211,4.1,Discharge
54,3.368482412060301,4.1,Discharge
54,3.347587939698492,4.1,Discharge
54,3.3266934673366833,4.1,Discharge
54,3.305798994974874,4.1,Discharge
54,3.2849045226130653,4.1,Discharge
54,3.264010050251256,4.1,Discharge
54,3.2431155778894474,4.1,Discharge
54,3.222221105527638,4.1,Discharge
54,3.2013266331658286,4.1,Discharge
54,3.18043216080402,4.094595706486937,Discharge
54,3.1595376884422106,4.069814950111576,Discharge
54,3.1386432160804016,4.01866168573872,Discharge
54,3.1177487437185927,3.9138752806582384,Discharge
54,3.0968542713567837,3.869660354014652,Discharge
54,3.0759597989949747,3.8390757644169913,Discharge
54,3.0550653266331658,3.802792261665727,Discharge
54,3.0341708542713564,3.7704564842963295,Discharge
54,3.0132763819095474,3.7406091885677717,Discharge
54,2.9923819095477384,3.7136478465940943,Discharge
54,2.9714874371859294,3.6871974665061433,Discharge
54,2.9505929648241205,3.6686172749042947,Discharge
54,2.929698492462311,3.6536149151890767,Discharge
54,2.9088040201005025,3.6422126253662497,Discharge
54,2.887909547738693,3.635055247923646,Discharge
54,2.8670150753768846,3.631163858060494,Discharge
54,2.846120603015075,3.6356113549793054,Discharge
54,2.8252261306532658,3.6402909620645927,Discharge
54,2.8043316582914573,3.6542743667720328,Discharge
54,2.783437185929648,3.6732470611507337,Discharge
54,2.762542713567839,3.690565415921562,Discharge
54,2.74164824120603,3.714928110335465,Discharge
54,2.720753768844221,3.7462147581969445,Discharge
54,2.699859296482412,3.7753242961365117,Discharge
54,2.6789648241206026,3.80761056203283,Discharge
54,2.6580703517587936,3.844421077156173,Discharge
54,2.6371758793969846,3.883071955584468,Discharge
54,2.6162814070351756,3.9224524590899286,Discharge
54,2.5953869346733667,3.961582684627454,Discharge
54,2.5744924623115577,4.000593658602541,Discharge
54,2.5535979899497483,4.039173446161074,Discharge
54,2.5327035175879398,4.067320328881898,Discharge
54,2.5118090452261304,4.067858613265066,Discharge
54,2.4909145728643214,4.068928384151927,Discharge
54,2.4700201005025124,4.071742974449287,Discharge
54,2.449125628140703,4.07005633216655,Discharge
54,2.4282311557788945,4.069406994976768,Discharge
54,2.407336683417085,4.07238554102824,Discharge
54,2.3864422110552765,4.073833622462494,Discharge
54,2.365547738693467,4.074146869739366,Discharge
54,2.344653266331658,4.07474866009489,Discharge
54,2.323758793969849,4.075266370869708,Discharge
54,2.3028643216080398,4.076832499236115,Discharge
54,2.281969849246231,4.075220221698207,Discharge
54,2.261075376884422,4.075445671525529,Discharge
54,2.240180904522613,4.074587854242865,Discharge
54,2.219286432160804,4.076321212774687,Discharge
54,2.198391959798995,4.078023839156938,Discharge
54,2.1774974874371855,4.075887724327484,Discharge
54,2.156603015075377,4.0729845479238485,Discharge
54,2.1357085427135676,4.077784133396187,Discharge
54,2.1148140703517586,4.047200540894266,Discharge
54,2.0939195979899496,4.013415182973552,Discharge
54,2.0730251256281402,3.9641595922602573,Discharge
54,2.0521306532663317,3.9625569025613343,Discharge
54,2.0312361809045223,3.986459467675702,Discharge
54,2.0103417085427138,3.9493242238169044,Discharge
54,1.9894472361809044,3.911567825664869,Discharge
54,1.9685527638190952,3.884895378078486,Discharge
54,1.9476582914572862,3.857372487850976,Discharge
54,1.9267638190954772,3.831632895836734,Discharge
54,1.9058693467336683,3.8143468810537673,Discharge
54,1.8849748743718593,3.7959614669836093,Discharge
54,1.86408040201005,3.7848138133589937,Discharge
54,1.843185929648241,3.777606973429207,Discharge
54,1.822291457286432,3.775526781751728,Discharge
54,1.801396984924623,3.7801009985541034,Discharge
54,1.780502512562814,3.7838953994623954,Discharge
54,1.7596080402010048,3.7982258077318813,Discharge
54,1.7387135678391958,3.8139312677485298,Discharge
54,1.7178190954773869,3.8352319655275515,Discharge
54,1.6969246231155777,3.858233448993991,Discharge
54,1.6760301507537687,3.884549152976966,Discharge
54,1.6551356783919595,3.9155537184883205,Discharge
54,1.6342412060301506,3.9500510823392427,Discharge
54,1.6133467336683416,3.985868339120214,Discharge
54,1.5924522613065326,4.023285292569467,Discharge
54,1.5715577889447236,4.062287943001271,Discharge
54,1.5506633165829145,4.095994486851942,Discharge
54,1.5297688442211055,4.1,Discharge
54,1.5088743718592963,4.1,Discharge
54,1.4879798994974873,4.096852506802801,Discharge
54,1.4670854271356781,4.1,Discharge
54,1.4461909547738692,4.1,Discharge
54,1.4252964824120602,4.1,Discharge
54,1.4044020100502512,4.1,Discharge
54,1.3835075376884423,4.1,Discharge
54,1.362613065326633,4.1,Discharge
54,1.3417185929648239,4.1,Discharge
54,1.320824120603015,4.097777700136901,Discharge
54,1.299929648241206,4.1,Discharge
54,1.2790351758793967,4.099628050064013,Discharge
54,1.2581407035175878,4.1,Discharge
54,1.2372462311557788,4.099097176252981,Discharge
54,1.2163517587939698,4.09623609834223,Discharge
54,1.1954572864321609,4.09492890663889,Discharge
54,1.1745628140703517,4.095030475195166,Discharge
54,1.1536683417085425,4.093999862005551,Discharge
54,1.1327738693467335,4.092176050358085,Discharge
54,1.1118793969849246,4.091044599082328,Discharge
54,1.0909849246231154,4.089652676481732,Discharge
54,1.0700904522613064,4.067702028773834,Discharge
54,1.0491959798994974,4.029787827400125,Discharge
54,1.0283015075376885,3.9936269340838053,Discharge
54,1.0074070351758795,3.950881231319479,Discharge
54,0.9865125628140702,3.9129066215300625,Discharge
54,0.9656180904522612,3.876562979684764,Discharge
54,0.9447236180904522,3.842999422191314,Discharge
54,0.923829145728643,3.808516911160326,Discharge
54,0.9029346733668341,3.77946169296428,Discharge
54,0.8820402010050251,3.756081243674493,Discharge
54,0.861145728643216,3.7297083315761084,Discharge
54,0.840251256281407,3.7110999110100718,Discharge
54,0.8193567839195979,3.6957711905408055,Discharge
54,0.7984623115577889,3.68870811516659,Discharge
54,0.7775678391959798,3.686058972633025,Discharge
54,0.7566733668341707,3.687296245504669,Discharge
54,0.7357788944723618,3.6906060083817605,Discharge
54,0.7148844221105527,3.698967091357882,Discharge
54,0.6939899497487437,3.709664478769248,Discharge
54,0.6730954773869345,3.727383230110324,Discharge
54,0.6522010050251256,3.7523653625911475,Discharge
54,0.6313065326633165,3.7725869466874933,Discharge
54,0.6104120603015075,3.8012054577558194,Discharge
54,0.5895175879396984,3.8277229215440616,Discharge
54,0.5686231155778894,3.8594850840640156,Discharge
54,0.5477286432160804,3.896272434341205,Discharge
54,0.5268341708542713,3.9241857928387853,Discharge
54,0.5059396984924623,3.9514783105221927,Discharge
54,0.4850452261306532,3.9477931878278585,Discharge
54,0.4641507537688442,3.943494269609954,Discharge
54,0.4432562814070351,3.9314865303320845,Discharge
54,0.4223618090452261,3.9669793594215603,Discharge
54,0.40146733668341705,3.9857702374381296,Discharge
54,0.380572864321608,3.972789728625211,Discharge
54,0.35967839195979895,3.970504924962404,Discharge
54,0.33878391959798987,3.963975134809205,Discharge
54,0.3178894472361809,3.9572340855675123,Discharge
54,0.2969949748743719,3.9488377208083993,Discharge
54,0.2761005025125628,3.943937252912565,Discharge
54,0.25520603015075377,3.937720038745876,Discharge
54,0.2343115577889447,3.928157900281102,Discharge
54,0.21341708542713564,3.9207630765470483,Discharge
54,0.1925226130653266,3.914173087532052,Discharge
54,0.17162814070351753,3.9024701198875795,Discharge
54,0.15073366834170854,3.8943248727710564,Discharge
54,0.1298391959798995,3.8847791734547186,Discharge
54,0.10894472361809046,3.878222054452684,Discharge
54,0.08805025125628141,3.869330311155711,Discharge
54,0.06715577889447236,3.854155658039092,Discharge
54,0.04626130653266331,3.8455254365071676,Discharge
54,0.025366834170854276,3.8360572796825103,Discharge
54,0.004472361809045239,3.8241181018064805,Discharge
54,-0.01642211055276381,3.807524100579551,Discharge
54,-0.037316582914572856,3.796049536512744,Discharge
54,-0.0582110552763819,3.780743113704729,Discharge
54,-0.07910552763819095,3.7633464199666213,Discharge
