Amp_hr,Volts,Cycle
2.605025125628141,0.23149702786273896,Discharge 5
2.5778894472361813,0.22878456850697948,Discharge 5
2.5507537688442214,0.22879839218345324,Discharge 5
2.5236180904522616,0.2283516473192135,Discharge 5
2.4964824120603017,0.22608094426783107,Discharge 5
2.469346733668342,0.22546164901833896,Discharge 5
2.442211055276382,0.22515289488364587,Discharge 5
2.415075376884422,0.22427000066082195,Discharge 5
2.3879396984924623,0.22483125952836655,Discharge 5
2.3608040201005025,0.22491988942708555,Discharge 5
2.333668341708543,0.22408003720134995,Discharge 5
2.3065326633165832,0.22229163108150093,Discharge 5
2.2793969849246234,0.22649068775475723,Discharge 5
2.2522613065326635,0.22332415368013928,Discharge 5
2.2251256281407037,0.22642927701559037,Discharge 5
2.197989949748744,0.22584886513459032,Discharge 5
2.170854271356784,0.22569011684753945,Discharge 5
2.143718592964824,0.14561116794099702,Discharge 5
2.1165829145728643,0.14649966342888626,Discharge 5
2.089447236180905,0.14626030043951066,Discharge 5
2.0623115577889446,0.14747202442159427,Discharge 5
2.035175879396985,0.14811498359201222,Discharge 5
2.0080402010050253,0.14700599136182702,Discharge 5
1.9809045226130655,0.1482762166234359,Discharge 5
1.9537688442211056,0.14964289338686054,Discharge 5
1.9266331658291458,0.14718677777605677,Discharge 5
1.8994974874371862,0.15013259437013052,Discharge 5
1.8723618090452263,0.14881596097193453,Discharge 5
1.8452261306532665,0.14816664704915333,Discharge 5
1.8180904522613066,0.14703084719852189,Discharge 5
1.790954773869347,0.14988859996155993,Discharge 5
1.7638190954773871,0.14675526238531886,Discharge 5
1.7366834170854273,0.1474622102551001,Discharge 5
1.7095477386934674,0.14638241363068888,Discharge 5
1.6824120603015076,0.14385513409598527,Discharge 5
1.655276381909548,0.1467428494537182,Discharge 5
1.628140703517588,0.14561769803197638,Discharge 5
1.6010050251256283,0.19711839507327217,Discharge 5
1.5738693467336684,0.19666445045647374,Discharge 5
1.5467336683417088,0.19548825631362743,Discharge 5
1.519597989949749,0.1975566511755655,Discharge 5
1.492462311557789,0.19603694180597356,Discharge 5
1.4653266331658292,0.1953886033450831,Discharge 5
1.4381909547738694,0.19849864542710977,Discharge 5
1.4110552763819098,0.20033202562627306,Discharge 5
1.38391959798995,0.20006877228455142,Discharge 5
1.35678391959799,0.19903791466243337,Discharge 5
1.3296482412060302,0.2020655314411831,Discharge 5
1.3025125628140706,0.20500611186017523,Discharge 5
1.2753768844221107,0.2043877907230975,Discharge 5
1.2482412060301509,0.2065865841314899,Discharge 5
1.221105527638191,0.20896472804321525,Discharge 5
1.1939698492462312,0.21054923301772732,Discharge 5
1.1668341708542715,0.2152717341498512,Discharge 5
1.1396984924623117,0.21776567574357616,Discharge 5
1.1125628140703518,0.2201899588130478,Discharge 5
1.085427135678392,0.2227358422447076,Discharge 5
1.0582914572864321,0.22777423983091402,Discharge 5
1.0311557788944723,0.2298135453991365,Discharge 5
1.0040201005025127,0.23436633546510294,Discharge 5
0.9768844221105528,0.23600232863518059,Discharge 5
0.9497487437185931,0.2426455350042483,Discharge 5
0.9226130653266332,0.24827166589340913,Discharge 5
0.8954773869346735,0.24972184629743266,Discharge 5
0.8683417085427136,0.25479458618371337,Discharge 5
0.8412060301507538,0.2594739355188428,Discharge 5
0.814070351758794,0.26317455270436096,Discharge 5
0.7869346733668342,0.26938020046534206,Discharge 5
0.7597989949748745,0.2729417407616632,Discharge 5
0.7326633165829146,0.2777122903595593,Discharge 5
0.7055276381909549,0.2841828743093912,Discharge 5
0.678391959798995,0.29075382013443696,Discharge 5
0.6512562814070353,0.29498205261676674,Discharge 5
0.6241206030150754,0.29990112719206047,Discharge 5
0.5969849246231156,0.3085611591279472,Discharge 5
0.5698492462311558,0.3127026343129504,Discharge 5
0.542713567839196,0.32394827326818276,Discharge 5
0.5155778894472361,0.2791844349943716,Discharge 5
0.4884422110552764,0.28652936615271785,Discharge 5
0.4613065326633166,0.2951725134359561,Discharge 5
0.4341708542713568,0.3035537394733951,Discharge 5
0.407035175879397,0.31456637731642845,Discharge 5
0.37989949748743723,0.3235781915924953,Discharge 5
0.35276381909547744,0.3352782066955047,Discharge 5
0.32562814070351764,0.3470039804451435,Discharge 5
0.2984924623115578,0.3593414033417426,Discharge 5
0.271356783919598,0.3717085625799782,Discharge 5
0.2442211055276382,0.3887419417798671,Discharge 5
0.2170854271356784,0.4000197759698373,Discharge 5
0.18994974874371862,0.4155429722627795,Discharge 5
0.16281407035175882,0.4320234353558943,Discharge 5
0.135678391959799,0.4480514163275482,Discharge 5
0.1085427135678392,0.46614219364490056,Discharge 5
0.08140703517587941,0.4882037456124857,Discharge 5
0.0542713567839196,0.5090139976882717,Discharge 5
0.0271356783919598,0.5304771739599154,Discharge 5
0.0,0.5535199076507282,Discharge 5
